city,lat,lng,country,population,predicted_population
Batumi,41.6,41.63,Georgia,155542,155597.79281304585
Barysaw,54.226,28.4922,Belarus,155389,154640.49742154867
Gyeongju,35.8428,129.2117,"Korea, South",155237,154075.44142868978
Innsbruck,47.2804,11.41,Austria,155214,156202.1650762709
Foggia,41.4605,15.56,Italy,155203,154617.0803546356
Ordu,41.0004,37.8699,Turkey,155117,153983.4956126396
Kanchipuram,12.8337,79.7167,India,155029,153851.93856827708
Frederick,39.4335,-77.4157,United States,154972,154906.39874840376
Lakewood,39.6978,-105.1168,United States,154958,156201.4167105365
Sariwon,38.507,125.762,"Korea, North",154942,155995.0414472723
Beian,48.239,126.482,China,154936,154962.2408621402
Battambang,13.1,103.2,Cambodia,154773,156103.99531418187
Guangshui,31.6204,114,China,154771,154694.7006624174
Middelburg,-25.7596,29.47,South Africa,154706,154660.73360669153
Mahajanga,-15.67,46.345,Madagascar,154657,156021.44431999157
La Serena,-29.9,-71.25,Chile,154521,154003.01369077564
Chetumal,18.5,-88.3,Mexico,154517,153685.96795695488
Gandajika,-6.7396,23.96,Congo (Kinshasa),154425,155414.4422861012
Pathum Thani,14.0171,100.5333,Thailand,154412,153682.56984608877
Cairns,-16.8878,145.7633,Australia,154225,153928.69061935248
Kovrov,56.3604,41.33,Russia,154224,153999.3472238375
Tuscaloosa,33.2349,-87.5267,United States,154204,154217.10496912058
Osorno,-40.57,-73.16,Chile,154131,153775.4601517858
Tottori,35.5004,134.2333,Japan,154098,153815.273494709
San Cristóbal,18.416,-70.109,Dominican Republic,154040,155066.14505529677
Lemosos,34.6754,33.0333,Cyprus,154000,153091.6355169019
Moanda,-5.9229,12.355,Congo (Kinshasa),153915,153732.12910037223
Río Cuarto,-33.13,-64.35,Argentina,153757,154015.19378653707
Masjed Soleyman,31.98,49.2999,Iran,153663,152491.41871037314
Sunnyvale,37.3835,-122.0257,United States,153656,155698.18297961762
Lake Charles,30.203,-93.215,United States,153633,150582.4137717048
Hollywood,26.0293,-80.1678,United States,153627,154164.172345113
Mufulira,-12.55,28.26,Zambia,153624,153620.1010883656
Pasadena,29.6584,-95.1499,United States,153520,152685.16244250574
Chincha Alta,-13.4196,-76.14,Peru,153076,152425.2017013357
Faizabad,26.7504,82.17,India,153047,152824.24308320193
Pomona,34.0585,-117.7625,United States,152939,153702.84375765797
Kansas City,39.1234,-94.7443,United States,152938,152587.6198332739
Dingzhou,38.5004,115,China,152934,154199.74546364017
Rondonópolis,-16.4695,-54.64,Brazil,152912,150870.02603427364
Ilam,33.6304,46.43,Iran,152894,151923.54003536172
Uşak,38.6804,29.42,Turkey,152862,150285.93130444843
Nusaybin,37.075,41.2184,Turkey,152668,152259.28887880602
San Francisco de Macorís,19.3,-70.25,Dominican Republic,152538,150195.59653781768
Zabīd,14.1951,43.3155,Yemen,152504,153215.30452206306
Silchar,24.7904,92.79,India,152393,152060.75684439682
Wenshan,23.3724,104.2497,China,152388,152790.37980990825
Novokuybishevsk,53.12,49.9199,Russia,152334,151464.95840662037
Mudon,16.2618,97.7215,Burma,152300,151406.4158949282
Limoges,45.83,1.25,France,152199,151172.9548031055
Deyang,31.1333,104.4,China,152194,152371.66520735357
Samalut,28.3004,30.71,Egypt,152097,153331.82915877283
Luanshya,-13.1333,28.4,Zambia,151993,149899.98469885584
Escondido,33.1347,-117.0722,United States,151969,149827.34582817697
El Manaqil,14.2504,32.98,Sudan,151827,151497.33806281796
Abbotsford,49.0504,-122.3,Canada,151683,153618.6792019734
Guanare,9.05,-69.75,Venezuela,151642,151417.40797764016
Bintulu,3.1664,113.036,Malaysia,151617,150675.71009001596
Dundee,56.4704,-3,United Kingdom,151592,151807.5416439173
Nazareth,32.704,35.2955,Israel,151459,152035.22127099748
Maragheh,37.4204,46.22,Iran,151385,149803.3865221743
Bălți,47.7591,27.9053,Moldova,151355,151655.35120728493
Suhar,24.362,56.7344,Oman,151349,150598.00026625008
Benguela,-12.5783,13.4072,Angola,151226,150187.34335028945
Guarapuava,-25.38,-51.48,Brazil,150850,150710.1288838278
Uzhgorod,48.63,22.25,Ukraine,150832,149673.7866994
Binghamton,42.1014,-75.9093,United States,150747,150832.3844992349
Kitale,1.0305,34.9899,Kenya,150495,149052.63297960808
Chillán,-36.6,-72.106,Chile,150396,148779.52256710158
Urgentch,41.56,60.64,Uzbekistan,150110,148955.56771091235
Vryheid,-27.76,30.79,South Africa,150012,150685.79414545387
Pattani,6.864,101.25,Thailand,150000,150628.24462363348
Miaoli,24.57,120.82,Taiwan,150000,151020.4677202349
Yilan,24.75,121.75,Taiwan,150000,150648.39424150175
Tororo,0.7104,34.17,Uganda,150000,150090.586804598
M'sila,35.7,4.545,Algeria,150000,150007.7805903119
Keren,15.6804,38.45,Eritrea,150000,148966.6861975961
Cao Lãnh,10.467,105.636,Vietnam,149837,150109.7456234097
Khiwa,41.3911,60.3557,Uzbekistan,149751,149154.07993279982
Carora,10.19,-70.08,Venezuela,149711,150028.54687214716
Warner Robins,32.598,-83.6528,United States,149617,151239.63390973659
New Bedford,41.6697,-70.9428,United States,149528,148262.35704695215
Tirgu Mures,46.5582,24.5578,Romania,149433,150296.5271075707
Perugia,43.1104,12.39,Italy,149125,146528.35895806347
Gejiu,23.38,103.1501,China,149105,148690.07255190943
Topeka,39.0346,-95.6956,United States,148960,150038.07978596108
Beaumont,30.0849,-94.1451,United States,148954,148534.06815765498
Paterson,40.9147,-74.1624,United States,148678,148495.77518760675
Joliet,41.5193,-88.1501,United States,148462,148670.61064739243
Gyumri,40.7894,43.8475,Armenia,148381,150139.35537832248
Palangkaraya,-2.2096,113.91,Indonesia,148289,148253.74109238596
Jiayuguan,39.82,98.3,China,148279,148552.6658329681
Hamilton,-37.7783,175.2896,New Zealand,148200,146867.6656381298
Leesburg,28.7674,-81.8981,United States,148161,148768.95864558328
Yala,6.5505,101.2851,Thailand,148140,147365.07160280447
Elkhart,41.6913,-85.9628,United States,148131,148338.64238278422
Diourbel,14.6604,-16.24,Senegal,148024,148208.13875459664
Lạng Sơn,21.846,106.757,Vietnam,148000,150269.32701406413
Jijel,36.822,5.766,Algeria,148000,148796.07376634283
Trang,7.5634,99.608,Thailand,147820,148029.515546861
Odessa,31.8831,-102.3407,United States,147810,145977.28298663537
Turbat,25.9918,63.0718,Pakistan,147791,148138.10714940765
Médéa,36.2704,2.77,Algeria,147707,146760.83773838074
Kolomna,55.08,38.785,Russia,147690,146759.21570716734
Naperville,41.7483,-88.1657,United States,147682,146597.23086974223
Fairfield,38.2594,-122.0319,United States,147582,146445.943544431
San Juan del Río,20.38,-100,Mexico,147559,147937.33561996467
Mangyshlak,43.6905,51.1417,Kazakhstan,147443,146181.89116579146
El Progreso,14.85,-90.0167,Guatemala,147197,145464.9461591399
Trondheim,63.4167,10.4167,Norway,147139,145350.38534094425
Man,7.4004,-7.55,Côte D’Ivoire,146974,147153.89933149557
Wamba,2.1404,27.99,Congo (Kinshasa),146871,147973.71559555863
Gulu,2.78,32.28,Uganda,146858,146850.11214857854
Aix-en-Provence,43.52,5.45,France,146821,146079.36387533654
Willemstad,12.2004,-69.02,Curaçao,146813,145953.62011901077
Gharyan,32.1704,13.02,Libya,146810,146991.4345705834
Ambala,30.32,76.82,India,146787,146954.77638072937
Cam Ranh,11.902,109.2207,Vietnam,146771,147516.68448269455
Torrance,33.8346,-118.3417,United States,146758,146814.88747461973
Ibarra,0.3604,-78.13,Ecuador,146741,148990.97327649768
Matanzas,23.0415,-81.5775,Cuba,146733,145533.9055795331
Perpignan,42.7,2.9,France,146620,146882.10744619038
Poços de Caldas,-21.78,-46.57,Brazil,146588,146396.8973691307
Tabora,-5.02,32.8,Tanzania,146495,147085.10125586673
Dar'a,32.625,36.105,Syria,146481,146335.17041040162
Brugge,51.2204,3.23,Belgium,146469,146465.02281504596
Cabo de Santo Agostinho,-8.29,-35.03,Brazil,146219,146949.60961387173
Dawei,14.098,98.195,Burma,146212,146339.12363834828
Hanzhong,33.13,107.03,China,145986,145240.02455595724
La Ceiba,15.7631,-86.797,Honduras,145926,147203.76915715935
Krishnanagar,23.3803,88.53,India,145926,145609.16919739507
Podgorica,42.466,19.2663,Montenegro,145850,146059.6811008929
Ayutthaya,14.3588,100.5684,Thailand,145615,146496.55797734446
Quchan,37.1118,58.5015,Iran,145531,145537.49503389376
Pointe-à-Pitre,16.2415,-61.533,Guadeloupe,145511,146346.74688035398
Biarritz,43.4733,-1.5616,France,145348,147062.12885268856
Los Angeles,-37.46,-72.36,Chile,145239,146534.62191042866
Panama City,30.1997,-85.6003,United States,145239,144668.19223758936
Concordia,-31.3896,-58.03,Argentina,145210,144089.11117672187
Machakos,-1.5095,37.26,Kenya,144925,144177.18545168435
Brest,48.3904,-4.495,France,144899,144906.22202987928
Kolar,13.1337,78.1334,India,144625,143162.89212796974
Qairouan,35.6804,10.1,Tunisia,144522,142500.44784514373
Le Mans,48.0004,0.1,France,144515,144026.18541783874
Tall Afar,36.376,42.4497,Iraq,144465,142486.67283663258
Bellevue,47.5953,-122.1551,United States,144444,144545.41567419333
Kumba,4.6404,9.44,Cameroon,144413,143048.45400307843
Jinchang,38.4957,102.1739,China,144363,144342.23623180375
Tuzla,44.5505,18.68,Bosnia And Herzegovina,144334,144424.15758416674
Székesfehérvár,47.1947,18.4081,Hungary,144319,144734.6191644628
Midland,32.0249,-102.1137,United States,144247,146187.6234048129
Huelva,37.2504,-6.9299,Spain,144174,144698.05268333948
Sarnia,42.9666,-82.4,Canada,144172,143349.70165051534
Goma,-1.6788,29.2218,Congo (Kinshasa),144124,143725.1275467721
Merced,37.3058,-120.4778,United States,144117,144170.9840000428
Tizi-Ouzou,36.8,4.0333,Algeria,144000,142193.69651410542
Kafr el Sheikh,31.109,30.936,Egypt,143970,144914.32820367703
Mesquite,32.7622,-96.5889,United States,143949,143951.7107396676
Ajdabiya,30.77,20.22,Libya,143833,146096.27987685808
Otaru,43.1887,140.9783,Japan,143792,144420.9242592644
Ipswich,52.0703,1.17,United Kingdom,143767,144285.45365926897
Logroño,42.4704,-2.43,Spain,143698,143986.69526741898
Stara Zagora,42.4231,25.6227,Bulgaria,143431,142456.865949684
Béchar,31.6111,-2.23,Algeria,143382,143463.04265744827
Kenema,7.8804,-11.19,Sierra Leone,143137,144425.6581843928
Amiens,49.9004,2.3,France,143086,143507.3575674005
Calama,-22.45,-68.92,Chile,143084,144204.41798635185
Macaé,-22.38,-41.79,Brazil,143029,142870.34254219523
Cape Coast,5.1104,-1.25,Ghana,143015,142863.87988443885
Houma,29.5799,-90.7058,United States,142969,142688.9940343849
Play Ku,13.9833,108,Vietnam,142900,144440.19068051293
Pyatigorsk,44.08,43.09,Russia,142865,143797.61348132676
Charleston,38.3484,-81.6323,United States,142858,142990.81740721405
Cajamarca,-7.15,-78.53,Peru,142665,142885.93513558223
Pasadena,34.1598,-118.139,United States,142647,142744.0067711802
Arzamas,55.4,43.8,Russia,142597,142677.25546135983
Massawa,15.6101,39.45,Eritrea,142564,141922.18860506892
Durrës,41.3178,19.4482,Albania,142432,143295.2814329025
Nawabganj,24.5804,88.35,Bangladesh,142361,143218.05116132973
Pueblo,38.2701,-104.6131,United States,142351,142872.84688214882
Saïda,34.8404,0.14,Algeria,142213,143313.17994616245
Ciego de Ávila,21.84,-78.7619,Cuba,142027,142136.2686826408
Altay,47.8666,88.1166,China,142000,142217.50786268563
Jieshou,33.2504,115.35,China,141993,141386.94556016338
Chongju,39.6813,125.2163,"Korea, North",141769,142003.93352029356
Arnhem,51.988,5.923,Netherlands,141674,141082.84582125588
Phuket,7.8765,98.3815,Thailand,141618,141314.24051950182
Nongan,44.4304,125.1701,China,141482,140726.0097025911
Melilla,35.3,-2.95,Spain,141308,141393.14244537105
Tyler,32.3184,-95.3065,United States,141116,139391.864739888
Paranaguá,-25.5279,-48.5345,Brazil,141013,140118.32798866177
Ghazni,33.5633,68.4178,Afghanistan,141000,142520.5858066771
Comodoro Rivadavia,-45.87,-67.5,Argentina,140850,141340.8096639766
As Salt,32.0392,35.7272,Jordan,140689,141344.6383760129
Labé,11.32,-12.3,Guinea,140575,141147.82603173325
Orange,33.8038,-117.8219,United States,140560,140950.51619851057
Almetyevsk,54.9004,52.3199,Russia,140437,138711.4066336508
Fullerton,33.8841,-117.9279,United States,140392,140449.25886271457
Miramar,25.9773,-80.3358,United States,140328,139341.05351275968
Lhokseumawe,5.1914,97.1415,Indonesia,140322,142801.97529041552
Orekhovo-Zuevo,55.82,38.98,Russia,140247,140158.60867200073
Santa Maria,34.9333,-120.4432,United States,140219,140864.47824847774
Athens,33.9508,-83.3689,United States,140169,140294.88681401886
Peterborough,52.5804,-0.25,United Kingdom,140141,139132.64833510263
Badajoz,38.8804,-6.97,Spain,140133,140881.49875664015
Dunhuang,40.1427,94.662,China,140094,139723.61134500746
Bordj Bou Arréridj,36.059,4.63,Algeria,140000,138947.50280349923
Columbia,38.9478,-92.3258,United States,139945,139847.1637567436
Bizerte,37.2904,9.855,Tunisia,139843,139136.97215796323
Sherbrooke,45.4,-71.9,Canada,139652,139105.61318614372
Piedras Negras,28.7076,-100.5317,Mexico,139619,138923.71767513762
Göttingen,51.5204,9.92,Germany,139419,140043.18366238434
Kumbakonam,10.9805,79.4,India,139264,139196.14064836327
Myitkyina,25.3596,97.3928,Burma,139100,138098.37669554207
Chinandega,12.6304,-87.13,Nicaragua,139023,138601.78535542695
Townsville,-19.25,146.77,Australia,138954,137338.17088769775
Yuma,32.5991,-114.5488,United States,138802,139045.88464600497
Tiruvannamalai,12.2604,79.1,India,138243,137703.16414994086
Zalantun,48,122.72,China,138032,138166.36721741047
Parnaíba,-2.91,-41.77,Brazil,138008,137663.61501711755
Pabna,24.0004,89.25,Bangladesh,137888,138501.14968190505
Umtata,-31.58,28.79,South Africa,137772,138416.53962483292
Bremerhaven,53.5504,8.58,Germany,137751,138402.15918304856
Tan An,10.5337,106.4167,Vietnam,137498,136200.18963569624
Olathe,38.8838,-94.8196,United States,137472,136744.0022733016
Castanhal,-1.2896,-47.93,Brazil,137406,138897.10329050483
Cerro de Pasco,-10.69,-76.27,Peru,137232,136643.64455580985
Iraklio,35.325,25.1305,Greece,137154,136611.52597772848
Thornton,39.9205,-104.9443,United States,136978,138583.53459249673
Harlingen,26.1917,-97.6977,United States,136968,138291.99104513862
Oulu,65,25.47,Finland,136752,137464.9149313756
Grand Junction,39.0878,-108.5673,United States,136688,135246.28224866858
Shizuishan,39.2333,106.769,China,136570,136579.64826745473
Baia Mare,47.6595,23.5791,Romania,136553,135396.64047102825
León,42.58,-5.57,Spain,136227,137193.81401243998
West Valley City,40.6889,-112.0115,United States,136170,135539.616314613
Győr,47.7004,17.63,Hungary,136081,136212.24497920633
Carrollton,32.9886,-96.9,United States,135710,135370.91081452608
Serpukhov,54.9304,37.43,Russia,135584,136219.33984018574
Jequié,-13.85,-40.08,Brazil,135574,136005.3445347307
Cẩm Phả,21.0404,107.32,Vietnam,135477,135641.74453673125
Lira,2.2604,32.89,Uganda,135445,136007.92460690357
Roseville,38.7691,-121.3178,United States,135329,134940.63837788795
Pyay,18.8165,95.2114,Burma,135308,135680.5794116847
Orsha,54.5153,30.4215,Belarus,135206,135930.4713962429
May Pen,17.9666,-77.2333,Jamaica,135142,133572.4824120495
Warren,42.4934,-83.027,United States,135022,135579.37726117412
Souk Ahras,36.2904,7.95,Algeria,134947,135783.1659986958
Bloomington,40.4757,-88.9705,United States,134892,133308.96371620704
Zakho,37.1445,42.6872,Iraq,134863,136975.01705361405
Cartago,4.75,-75.91,Colombia,134827,135725.47056770808
Hampton,37.0551,-76.3629,United States,134669,134166.02032662643
Caxias,-4.833,-43.35,Brazil,134640,134977.27253163824
Ravenna,44.4204,12.22,Italy,134631,135367.51018060712
's-Hertogenbosch,51.6833,5.3167,Netherlands,134520,135397.3974380784
Nevinnomyssk,44.6201,41.95,Russia,134380,134707.3445764083
Surprise,33.6802,-112.4525,United States,134085,134772.94322637445
Las Cruces,32.3265,-106.7893,United States,133988,132595.82421096187
Touggourt,33.1,6.06,Algeria,133954,134008.4153785451
Greeley,40.415,-104.7696,United States,133750,133299.93462630626
Pervouralsk,56.91,59.955,Russia,133600,134601.2593930061
Yunxian,32.8082,110.8136,China,133558,133550.25527865603
Šiauliai,55.9386,23.325,Lithuania,133528,133971.00899912522
Birganj,27.0004,84.8666,Nepal,133238,131599.26438026514
Yakima,46.5923,-120.5496,United States,133233,134832.2042251847
Riohacha,11.5403,-72.91,Colombia,133186,133890.9277433371
Musoma,-1.4896,33.8,Tanzania,133156,134534.14598814797
Uppsala,59.8601,17.64,Sweden,133117,133770.40688139555
Awasa,7.06,38.477,Ethiopia,133097,131724.9428762711
Coral Springs,26.2701,-80.2592,United States,133037,132243.3123887039
Namibe,-15.19,12.16,Angola,132900,132014.73985504292
Kislovodsk,43.91,42.72,Russia,132771,133178.2077366016
Sterling Heights,42.5809,-83.0305,United States,132631,133251.0987629861
San Luis,16.2,-89.44,Guatemala,132470,132170.28848934217
Blitar,-8.0696,112.15,Indonesia,132416,131901.86695891034
Mauldin,34.7864,-82.2996,United States,132402,133451.8310775666
Dimitrovgrad,54.2504,49.56,Russia,132226,131600.2713839864
Pindamonhangaba,-22.92,-45.47,Brazil,132218,131914.54962467312
Shahrud,36.4229,54.9629,Iran,131889,131969.14631373942
Papeete,-17.5334,-149.5667,French Polynesia,131695,132121.33644955812
St. John's,47.585,-52.681,Canada,131469,130165.41027480803
Racine,42.7274,-87.8135,United States,131467,131735.09598882348
Opole,50.685,17.9313,Poland,131412,131097.55740129438
Tra Vinh,9.934,106.334,Vietnam,131360,132281.5812092309
Murom,55.5704,42.04,Russia,131287,132368.00523288775
Ciénaga,11.0104,-74.25,Colombia,131171,131025.24755642166
Lae,-6.733,146.99,Papua New Guinea,131052,130233.40390931198
Pilibhit,28.64,79.81,India,131008,130284.27459733478
Ferrara,44.8504,11.6099,Italy,130992,131950.08398136203
Novomoskovsk,54.09,38.22,Russia,130982,130724.16207875875
Buzău,45.1565,26.8065,Romania,130954,131150.90100356686
Stamford,41.1036,-73.5583,United States,130824,132467.14177919805
Pinsk,52.1279,26.0941,Belarus,130777,131640.87934889586
Shuangcheng,45.3503,126.28,China,130710,130330.96093875694
Abohar,30.1204,74.29,India,130603,131156.03768478395
Ninh Bình,20.2543,105.975,Vietnam,130517,130429.43203970137
Nikopol,47.5666,34.4062,Ukraine,130500,130895.73941790331
Florencia,1.6104,-75.62,Colombia,130337,131159.92683244808
Girardot,4.31,-74.81,Colombia,130289,129461.24904630255
Elizabeth,40.6657,-74.1912,United States,130215,131028.80996366068
Jaraguá do Sul,-26.48,-49.1,Brazil,130130,131191.0134005761
Sennar,13.55,33.6,Sudan,130122,128438.43381388467
Masaya,11.969,-86.095,Nicaragua,130113,130024.4773142601
Baydhabo,3.12,43.65,Somalia,129839,129526.96173818174
Tokat,40.306,36.563,Turkey,129702,130344.62672962299
Erzincan,39.7526,39.4928,Turkey,129407,128754.40247862526
Andong,36.5659,128.725,"Korea, South",129319,129963.73605249845
Tete,-16.17,33.58,Mozambique,129316,130319.22935570964
Copiapó,-27.36,-70.34,Chile,129280,130115.29911765404
Batticaloa,7.717,81.7,Sri Lanka,129222,127648.84671457123
Shar e Kord,32.321,50.854,Iran,129153,129155.50427324491
Kokshetau,53.3,69.42,Kazakhstan,128873,128513.57350579169
Idlib,35.9297,36.6317,Syria,128840,128332.7884376621
Xai-Xai,-25.04,33.64,Mozambique,128805,128403.82890777769
Kamina,-8.73,25.01,Congo (Kinshasa),128803,128416.82784087885
Larissa,39.6304,22.42,Greece,128758,130214.26665687386
Moroni,-11.7042,43.2402,Comoros,128698,128238.23987551259
Kamyshin,50.0804,45.4,Russia,128626,130494.44367701405
Karabük,41.2,32.6,Turkey,128564,126939.36154698582
Cambridge,52.2004,0.1166,United Kingdom,128488,129492.67902719363
Kent,47.3887,-122.2128,United States,128458,128698.01985320891
Besançon,47.23,6.03,France,128426,128601.9963916502
Greenville,35.5957,-77.3764,United States,128385,128649.65561588726
Sakakah,30,40.1333,Saudi Arabia,128332,127813.25785093603
Jima,7.68,36.83,Ethiopia,128306,128229.91923003428
Girga,26.3304,31.88,Egypt,128250,129058.73956768468
Manzanillo,20.3438,-77.1166,Cuba,128188,127780.67389047949
Surt,31.21,16.59,Libya,128123,127360.25466920235
Al Hasakah,36.4833,40.75,Syria,128100,129515.18757734979
Darnah,32.7648,22.6391,Libya,127974,126478.42255763477
Ekibastuz,51.73,75.3199,Kazakhstan,127868,128060.24499285959
Divo,5.839,-5.36,Côte D’Ivoire,127867,127477.33272940424
Simi Valley,34.2663,-118.749,United States,127864,127425.60012230952
San Nicolas,-33.33,-60.24,Argentina,127742,128732.53141030432
Bragança Paulista,-22.95,-46.55,Brazil,127676,129323.59590699477
Worcester,-33.64,19.4399,South Africa,127597,127091.42484168221
Tukuyu,-9.2496,33.64,Tanzania,127570,125632.8373486839
Port Blair,11.667,92.736,India,127562,127901.16849018139
Elbląg,54.19,19.4027,Poland,127558,127824.91067602095
Panevežys,55.74,24.37,Lithuania,127405,127623.45086791283
Wau,7.7,27.99,South Sudan,127384,128452.8968288571
Burlington,36.0762,-79.4687,United States,127374,126816.47156609548
Alipur Duar,26.4837,89.5667,India,127342,125556.86797643267
Lafia,8.4904,8.52,Nigeria,127236,126149.10565817505
Santa Clara,37.3646,-121.9679,United States,127134,125354.10964400026
Sancti Spíritus,21.9301,-79.4425,Cuba,127069,127224.60685226439
Pakokku,21.332,95.0866,Burma,126938,128366.01280638587
Hathras,27.6,78.05,India,126882,126741.70841016337
Neftekamsk,56.0835,54.2631,Russia,126805,125849.0147105267
Gafsa,34.4204,8.78,Tunisia,126803,126929.27836843776
Johnson City,36.3406,-82.3804,United States,126589,127747.07917309682
Sogamoso,5.72,-72.94,Colombia,126551,125826.06707659946
Edirne,41.6704,26.57,Turkey,126470,125904.31150615806
Songea,-10.68,35.65,Tanzania,126449,125723.96056646705
Tây Ninh,11.323,106.147,Vietnam,126370,127211.75953675837
Loja,-3.99,-79.21,Ecuador,126368,125776.55849766977
Macheng,31.18,115.03,China,126366,127911.07872648869
Carúpano,10.67,-63.23,Venezuela,126293,126810.27298404544
Tarragona,41.1204,1.25,Spain,126291,125818.62941914308
Itapetininga,-23.59,-48.04,Brazil,126243,127132.44036779742
Tengchong,25.0333,98.4666,China,126058,125164.5291129389
Boulder,40.0249,-105.2523,United States,126054,128313.85483495264
Bellingham,48.7543,-122.4687,United States,126015,126513.30572870739
Montego Bay,18.4667,-77.9167,Jamaica,126008,124136.4289564708
Magway,20.1445,94.9196,Burma,125973,124786.11981320709
Pangkalpinang,-2.08,106.15,Indonesia,125933,124097.1876559416
Malanje,-9.54,16.34,Angola,125856,127196.43428793983
Gashua,12.8705,11.04,Nigeria,125817,127517.51431459204
Leeuwarden,53.2504,5.7834,Netherlands,125778,123789.71752966961
Lubango,-14.91,13.49,Angola,125632,127166.1844708961
Fort Smith,35.3494,-94.3695,United States,125562,124680.47903434128
Sorong,-0.8554,131.285,Indonesia,125535,123783.07326395421
Kumbo,6.2204,10.68,Cameroon,125486,125337.56391884582
Ghardaia,32.49,3.67,Algeria,125480,125403.24768294692
Kelowna,49.9,-119.4833,Canada,125109,124487.92252297586
Lynchburg,37.4003,-79.1908,United States,125004,125117.5325969024
Marv Dasht,29.8014,52.8215,Iran,125000,125401.63731901205
Kenosha,42.5863,-87.8759,United States,124888,124321.92437358023
Semnan,35.5548,53.3743,Iran,124826,125665.97106421982
Nueva San Salvador,13.674,-89.29,El Salvador,124694,123613.62803383288
Zlín,49.2304,17.65,Czechia,124610,124890.80146009418
Fasa,28.9718,53.6715,Iran,124458,123949.10432881482
Lysychansk,48.9204,38.4274,Ukraine,124421,123186.87817764512
Drohobych,49.3444,23.4994,Ukraine,124269,124967.1893055587
Mỹ Tho,10.3504,106.35,Vietnam,124143,124263.22822441366
Laiwu,36.2004,117.66,China,124108,123152.19199912489
Alagoinhas,-12.14,-38.43,Brazil,124070,125352.89542105194
Rudny,52.9527,63.13,Kazakhstan,124000,123887.26772004447
South Lyon,42.4614,-83.6526,United States,123850,122160.86837119938
Higuey,18.616,-68.708,Dominican Republic,123787,123026.53950611842
Round Rock,30.5252,-97.6659,United States,123678,124500.7226099973
Potchefstroom,-26.6996,27.1,South Africa,123669,120831.54340413271
Siracusa,37.0704,15.29,Italy,123657,124408.57222604468
Guelma,36.466,7.428,Algeria,123590,122335.64972938185
Uruguaiana,-29.7696,-57.09,Brazil,123480,122518.18800110921
Indramayu,-6.3356,108.319,Indonesia,123263,124322.34620529081
Gagnoa,6.1504,-5.88,Côte D’Ivoire,123184,123968.17140598429
Porto Seguro,-16.4296,-39.08,Brazil,123173,124280.34887222163
Jiaohe,43.7163,127.346,China,123018,122464.73219401136
Ségou,13.44,-6.26,Mali,122952,122017.75426567165
Pati,-6.7415,111.0347,Indonesia,122785,122357.77078373142
San Fernando de Apure,7.9,-67.4699,Venezuela,122701,120532.5067996689
Brits,-25.6296,27.78,South Africa,122497,122429.29041419191
Maina,13.4692,144.7332,Guam,122411,121436.73002045833
Maastricht,50.853,5.677,Netherlands,122378,122183.05383582808
Berkeley,37.8723,-122.276,United States,122324,122068.73118516344
Tekirdağ,40.9909,27.51,Turkey,122287,121224.46406399268
Aalborg,57.0337,9.9166,Denmark,122219,121785.55624549149
Barbacena,-21.22,-43.77,Brazil,122211,121220.09342857364
Tauranga,-37.6964,176.1536,New Zealand,121500,120449.43437831514
Nancha,47.1364,129.2859,China,121367,120155.64263393974
Olmaliq,40.8504,69.595,Uzbekistan,121207,119850.26212275568
Xilinhot,43.9443,116.0443,China,120965,122875.15783208088
Billings,45.7889,-108.5503,United States,120800,121858.1730839121
Sassari,40.73,8.57,Italy,120729,121206.6995555997
Karaman,37.1815,33.215,Turkey,120399,122012.42693005255
Redding,40.5698,-122.365,United States,120270,120165.14010450857
Yuba City,39.1357,-121.6381,United States,120186,120116.35692725997
Manbij,36.5266,37.9563,Syria,120169,120128.42528442529
Duluth,46.7757,-92.1392,United States,120101,119904.67718063931
Larache,35.2004,-6.16,Morocco,120082,120247.65927022744
Huanghua,38.3704,117.33,China,120000,120498.15988958991
Pearland,29.5585,-95.3215,United States,119940,120647.67157362682
Puerto Plata,19.7902,-70.6902,Dominican Republic,119897,119929.78838575997
Maxixe,-23.866,35.3886,Mozambique,119868,119399.20069155376
Trois-Rivières,46.35,-72.5499,Canada,119693,120170.86965913617
Leominster,42.5209,-71.7717,United States,119400,119772.52716667084
Saginaw,43.4199,-83.9501,United States,119336,119331.2217262927
Jaú,-22.2896,-48.57,Brazil,119206,119024.95100212577
Tetovo,42.0092,20.9701,Macedonia,119132,116447.58079059559
Iowa City,41.6559,-91.5304,United States,119091,118507.72621014729
Udine,46.07,13.24,Italy,119009,118348.65281047788
Arvada,39.8321,-105.151,United States,118807,118618.58639540143
Pleven,43.4238,24.6134,Bulgaria,118675,119626.09305409688
Zielona Góra,51.9504,15.5,Poland,118433,119403.71717136937
Anuradhapura,8.35,80.3833,Sri Lanka,118302,119077.36337247297
Qomsheh,32.0115,51.8597,Iran,118301,117114.94428981961
Tongren,27.6804,109.13,China,118290,117279.42533861264
Berdyansk,46.7568,36.7868,Ukraine,118284,118841.20076472228
Bandundu,-3.31,17.38,Congo (Kinshasa),118211,115741.27208710067
Bama,11.5204,13.69,Nigeria,118121,118006.49350360026
Seaside,36.6224,-121.8191,United States,118110,114971.98574003152
Ourense,42.33,-7.87,Spain,118107,118694.81251976547
Kingsport,36.522,-82.5453,United States,118001,117862.55797085281
Setúbal,38.53,-8.9,Portugal,117974,117910.28675505877
Nakhon Pathom,13.818,100.064,Thailand,117927,117407.6406991935
